Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"38.8893, -77.0502",5/1/20 0:00,57.6,57.6,57.6,,,0,0,0,3.1,154,,9.9,94.7,94.05,Overcast
"38.8893, -77.0502",5/1/20 1:00,56.9,56.9,56.9,,,0,0,0,10.2,341,,9.9,94.5,87.97,Overcast
"38.8893, -77.0502",5/1/20 2:00,55.8,55.8,55.8,,,0.01,0,0,3.4,8,,9.9,96.6,90.34,"Rain, Overcast"
"38.8893, -77.0502",5/1/20 3:00,55.8,55.8,55.8,,,0,0,0,0.4,356,,9.9,94.5,90.46,Overcast
"38.8893, -77.0502",5/1/20 4:00,53.9,53.9,53.9,,,0.02,0,0,5.5,331,,9.7,58.6,93.57,"Rain, Partially cloudy"
"38.8893, -77.0502",5/1/20 5:00,53.9,53.9,53.9,,,0,0,0,5.6,328,,9.9,63.6,93.49,Partially cloudy
"38.8893, -77.0502",5/1/20 6:00,54.9,54.9,54.9,,,0,0,0,0.3,347,,9.8,90.2,87.41,Overcast
"38.8893, -77.0502",5/1/20 7:00,55,55,55,,,0,0,0,11.1,321,,9.9,97.6,80.4,Overcast
"38.8893, -77.0502",5/1/20 8:00,53.8,53.8,53.8,,,0,0,0,12.4,320,23,9.9,94.5,80.71,Overcast
"38.8893, -77.0502",5/1/20 9:00,52.9,52.9,52.9,,,0.01,0,0,13.3,320,,9.9,73.1,83.25,"Rain, Partially cloudy"
"38.8893, -77.0502",5/1/20 10:00,53.8,53.8,53.8,,,0.06,0,0,7.8,312,,9.6,97,83.5,"Rain, Overcast"
"38.8893, -77.0502",5/1/20 11:00,56.7,56.7,56.7,,,0,0,0,11.1,339,,9.9,66.4,81.52,Partially cloudy
"38.8893, -77.0502",5/1/20 12:00,62.5,62.5,62.5,,,0,0,0,12.3,339,17.2,9.9,67.6,67.87,Partially cloudy
"38.8893, -77.0502",5/1/20 13:00,64.7,64.7,64.7,,,0,0,0,13.9,301,17.2,9.9,51.3,52.7,Partially cloudy
"38.8893, -77.0502",5/1/20 14:00,64.8,64.8,64.8,,,0,0,0,16,346,24,9.9,87.6,50.4,Overcast
"38.8893, -77.0502",5/1/20 15:00,64,64,64,,,0,0,0,14.7,310,23,9.9,69.3,48.12,Partially cloudy
"38.8893, -77.0502",5/1/20 16:00,65.8,65.8,65.8,,,0,0,0,13.8,337,24,9.9,49.3,46.58,Partially cloudy
"38.8893, -77.0502",5/1/20 17:00,64,64,64,,,0,0,0,15.7,319,21.9,9.9,89,46.14,Overcast
"38.8893, -77.0502",5/1/20 18:00,64.1,64.1,64.1,,,0,0,0,13.1,310,24.2,9.9,57.3,46.17,Partially cloudy
"38.8893, -77.0502",5/1/20 19:00,63.9,63.9,63.9,,,0,0,0,11.8,300,24.2,9.9,40.1,46.36,Partially cloudy
"38.8893, -77.0502",5/1/20 20:00,61,61,61,,,0,0,0,14.9,320,,9.9,44.6,49.72,Partially cloudy
"38.8893, -77.0502",5/1/20 21:00,60,60,60,,,0,0,0,14.1,310,20.8,9.9,24.5,51.59,Clear
"38.8893, -77.0502",5/1/20 22:00,58.8,58.8,58.8,,,0,0,0,14.8,311,23,9.9,0,57.52,Clear
"38.8893, -77.0502",5/1/20 23:00,57.7,57.7,57.7,,,0,0,0,10.7,310,21.9,9.9,0,60.26,Clear
"38.8893, -77.0502",5/2/20 0:00,56,56,56,,,0,0,0,11.6,319,,9.9,0,66.26,Clear
"38.8893, -77.0502",5/2/20 1:00,55.1,55.1,55.1,,,0,0,0,8.2,330,,9.9,0,68.48,Clear
"38.8893, -77.0502",5/2/20 2:00,54,54,54,,,0,0,0,9.4,320,20.8,9.9,0,71.26,Clear
"38.8893, -77.0502",5/2/20 3:00,53.9,53.9,53.9,,,0,0,0,9.2,320,,9.9,0,71.32,Clear
"38.8893, -77.0502",5/2/20 4:00,53.8,53.8,53.8,,,0,0,0,7.3,320,,9.9,0,69.25,Clear
"38.8893, -77.0502",5/2/20 5:00,52.8,52.8,52.8,,,0,0,0,8,319,,9.9,0,69.27,Clear
"38.8893, -77.0502",5/2/20 6:00,51.9,51.9,51.9,,,0,0,0,10.2,320,,9.9,24.5,71.39,Clear
"38.8893, -77.0502",5/2/20 7:00,52.9,52.9,52.9,,,0,0,0,9.1,319,,9.9,44.6,68.79,Partially cloudy
"38.8893, -77.0502",5/2/20 8:00,55.1,55.1,55.1,,,0,0,0,7.2,329,,9.9,33.1,65.96,Partially cloudy
"38.8893, -77.0502",5/2/20 9:00,58.9,58.9,58.9,,,0,0,0,7,339,,9.9,50.3,59.41,Partially cloudy
"38.8893, -77.0502",5/2/20 10:00,62.8,62.8,62.8,,,0,0,0,8.1,327,,9.9,50.3,51.57,Partially cloudy
"38.8893, -77.0502",5/2/20 11:00,65.8,65.8,65.8,,,0,0,0,3.4,322,,9.9,50.3,43.23,Partially cloudy
"38.8893, -77.0502",5/2/20 12:00,65.2,65.2,65.2,,,0,0,0,5.5,113,,9.9,52.1,42.44,Partially cloudy
"38.8893, -77.0502",5/2/20 13:00,67.9,67.9,67.9,,,0,0,0,5.8,147,,9.9,33.1,32.28,Partially cloudy
"38.8893, -77.0502",5/2/20 14:00,69.2,69.2,69.2,,,0,0,0,8.9,173,,9.8,33.8,36.95,Partially cloudy
"38.8893, -77.0502",5/2/20 15:00,70,70,70,,,0,0,0,9.8,171,,9.7,34.2,37.85,Partially cloudy
"38.8893, -77.0502",5/2/20 16:00,69.3,69.3,69.3,,,0,0,0,16.2,174,,9.7,33.1,40.34,Partially cloudy
"38.8893, -77.0502",5/2/20 17:00,71.8,71.8,71.8,,,0,0,0,10.4,200,,9.7,44.6,32.41,Partially cloudy
"38.8893, -77.0502",5/2/20 18:00,69.3,69.3,69.3,,,0,0,0,10.5,184,19.7,9.7,33.1,39.24,Partially cloudy
"38.8893, -77.0502",5/2/20 19:00,67,67,67,,,0,0,0,9.1,183,,9.9,33.1,44.07,Partially cloudy
"38.8893, -77.0502",5/2/20 20:00,67.7,67.7,67.7,,,0,0,0,10.8,199,,9.9,61.8,37.67,Partially cloudy
"38.8893, -77.0502",5/2/20 21:00,61.9,61.9,61.9,,,0,0,0,9.7,187,,9.9,50.3,58.91,Partially cloudy
"38.8893, -77.0502",5/2/20 22:00,60.7,60.7,60.7,,,0,0,0,6.8,196,,9.9,33.1,58.1,Partially cloudy
"38.8893, -77.0502",5/2/20 23:00,59.9,59.9,59.9,,,0,0,0,8,197,,9.9,37.2,60.01,Partially cloudy
"38.8893, -77.0502",5/3/20 0:00,60.1,60.1,60.1,,,0,0,0,9.1,181,,9.9,89.7,67.71,Overcast
"38.8893, -77.0502",5/3/20 1:00,61.1,61.1,61.1,,,0,0,0,8.1,190,,9.9,100,68.15,Overcast
"38.8893, -77.0502",5/3/20 2:00,62,62,62,,,0,0,0,8.2,192,,9.9,88,57.83,Overcast
"38.8893, -77.0502",5/3/20 3:00,61.1,61.1,61.1,,,0,0,0,7.2,201,,9.9,54.8,63.28,Partially cloudy
"38.8893, -77.0502",5/3/20 4:00,60.3,60.3,60.3,,,0,0,0,8.9,183,18.3,9.9,92.5,70.61,Overcast
"38.8893, -77.0502",5/3/20 5:00,60.9,60.9,60.9,,,0,0,0,7.8,205,,9.9,93.3,64.15,Overcast
"38.8893, -77.0502",5/3/20 6:00,61.9,61.9,61.9,,,0,0,0,9.9,203,,9.9,58.6,61.97,Partially cloudy
"38.8893, -77.0502",5/3/20 7:00,60.1,60.1,60.1,,,0,0,0,5.2,209,,9.9,64.2,73.72,Partially cloudy
"38.8893, -77.0502",5/3/20 8:00,61,61,61,,,0,0,0,0.2,346,,9.9,92.5,71.78,Overcast
"38.8893, -77.0502",5/3/20 9:00,61,61,61,,,0,0,0,5.9,189,,9.9,95,71.9,Overcast
"38.8893, -77.0502",5/3/20 10:00,61.1,61.1,61.1,,,0,0,0,6.6,147,,9.9,86.4,76.82,Overcast
"38.8893, -77.0502",5/3/20 11:00,60.3,60.3,60.3,,,0.01,0,0,9.9,147,,9.8,93.3,83.13,"Rain, Overcast"
"38.8893, -77.0502",5/3/20 12:00,61.2,61.2,61.2,,,0.07,0,0,5.8,184,,9.9,87.6,89.25,"Rain, Overcast"
"38.8893, -77.0502",5/3/20 13:00,63.2,63.2,63.2,,,0,0,0,10,189,,9.9,54.4,89.98,Partially cloudy
"38.8893, -77.0502",5/3/20 14:00,67,67,67,,,0,0,0,7.8,147,,9.9,71.9,84.01,Partially cloudy
"38.8893, -77.0502",5/3/20 15:00,74.7,74.7,74.7,,,0,0,0,8.9,254,,9.9,55.2,64.48,Partially cloudy
"38.8893, -77.0502",5/3/20 16:00,76.8,76.8,76.8,,,0,0,0,13.3,241,,9.9,53.6,58.23,Partially cloudy
"38.8893, -77.0502",5/3/20 17:00,76.9,76.9,76.9,,,0,0,0,10,221,,9.9,53.6,58.14,Partially cloudy
"38.8893, -77.0502",5/3/20 18:00,73.5,73.5,73.5,,,0,0,0,8,194,,9.9,36.4,67.25,Partially cloudy
"38.8893, -77.0502",5/3/20 19:00,72.4,72.4,72.4,,,0,0,0,8.6,147,,9.9,37,70,Partially cloudy
"38.8893, -77.0502",5/3/20 20:00,70.2,70.2,70.2,,,0,0,0,6.5,145,,9.9,64.9,73.59,Partially cloudy
"38.8893, -77.0502",5/3/20 21:00,69.9,69.9,69.9,,,0,0,0,4.2,170,,9.9,64.2,76.45,Partially cloudy
"38.8893, -77.0502",5/3/20 22:00,67.5,67.5,67.5,,,0.05,0,0,9.8,359,25.3,7.1,74.1,86.72,"Rain, Partially cloudy"
"38.8893, -77.0502",5/3/20 23:00,66,66,66,,,0.22,0,0,11.3,340,21.9,4.4,72.3,93.4,"Rain, Partially cloudy"
"38.8893, -77.0502",5/4/20 0:00,65,65,65,,,0.36,0,0,7.7,351,,5.1,94,93.34,"Rain, Overcast"
"38.8893, -77.0502",5/4/20 1:00,63,63,63,,,0.14,0,0,6.6,188,,3.7,94.5,96.86,"Rain, Overcast"
"38.8893, -77.0502",5/4/20 2:00,62.9,62.9,62.9,,,0.11,0,0,0.2,348,,9.9,61,97.02,"Rain, Partially cloudy"
"38.8893, -77.0502",5/4/20 3:00,62.9,62.9,62.9,,,0,0,0,5.4,188,,9.8,91.9,96.96,Overcast
"38.8893, -77.0502",5/4/20 4:00,62.9,62.9,62.9,,,0,0,0,3.4,225,,9.9,98.4,96.88,Overcast
"38.8893, -77.0502",5/4/20 5:00,64,64,64,,,0,0,0,3.9,318,,9.9,100,90.12,Overcast
"38.8893, -77.0502",5/4/20 6:00,64.7,64.7,64.7,,,0,0,0,12.6,301,24.2,9.9,93.7,78.58,Overcast
"38.8893, -77.0502",5/4/20 7:00,63.9,63.9,63.9,,,0,0,0,13.5,310,,9.9,34.9,75.62,Partially cloudy
"38.8893, -77.0502",5/4/20 8:00,65.8,65.8,65.8,,,0,0,0,13.6,300,18.3,9.9,24.5,63.84,Clear
"38.8893, -77.0502",5/4/20 9:00,66.8,66.8,66.8,,,0,0,0,17,319,23.3,9.9,44.6,50.69,Partially cloudy
"38.8893, -77.0502",5/4/20 10:00,69.9,69.9,69.9,,,0,0,0,17.9,301,25.3,9.9,44.6,34.95,Partially cloudy
"38.8893, -77.0502",5/4/20 11:00,71,71,71,,,0,0,0,17.8,311,30.5,9.9,24.5,33.22,Clear
"38.8893, -77.0502",5/4/20 12:00,71.8,71.8,71.8,,,0,0,0,15.8,310,32.8,9.9,26.3,32.45,Partially cloudy
"38.8893, -77.0502",5/4/20 13:00,73,73,73,,,0,0,0,15.3,309,31.2,9.9,46.4,28.88,Partially cloudy
"38.8893, -77.0502",5/4/20 14:00,74.8,74.8,74.8,,,0,0,0,28,317,42.8,9.9,46.4,24.41,Partially cloudy
"38.8893, -77.0502",5/4/20 15:00,74,74,74,,,0,0,0,25.4,301,37.3,9.9,0,26.18,Clear
"38.8893, -77.0502",5/4/20 16:00,71.9,71.9,71.9,,,0,0,0,24.6,339,33,9.9,25,29.98,Clear
"38.8893, -77.0502",5/4/20 17:00,71.9,71.9,71.9,,,0,0,0,20.2,321,36.1,9.9,24.5,28.77,Clear
"38.8893, -77.0502",5/4/20 18:00,69.2,69.2,69.2,,,0,0,0,23.1,321,37.1,9.9,24.5,27.21,Clear
"38.8893, -77.0502",5/4/20 19:00,66.9,66.9,66.9,,,0,0,0,22.6,338,35.6,9.9,33.1,28.6,Partially cloudy
"38.8893, -77.0502",5/4/20 20:00,64.2,64.2,64.2,,,0,0,0,18.5,329,27.7,9.9,33.1,31.3,Partially cloudy
"38.8893, -77.0502",5/4/20 21:00,62,62,62,,,0,0,0,12,332,18.3,9.9,33.1,36.29,Partially cloudy
"38.8893, -77.0502",5/4/20 22:00,59,59,59,,,0,0,0,7,339,,9.9,33.1,41.96,Partially cloudy
"38.8893, -77.0502",5/4/20 23:00,57.8,57.8,57.8,,,0,0,0,8.8,349,,9.9,79.4,45.67,Overcast
"38.8893, -77.0502",5/5/20 0:00,55.9,55.9,55.9,,,0,0,0,12.8,350,,9.9,79.4,49.02,Overcast
"38.8893, -77.0502",5/5/20 1:00,55.8,55.8,55.8,,,0,0,0,14.9,359,,9.9,89.2,47.05,Overcast
"38.8893, -77.0502",5/5/20 2:00,53.9,53.9,53.9,,,0,0,0,11.9,349,,9.9,89.2,50.37,Overcast
"38.8893, -77.0502",5/5/20 3:00,52.9,52.9,52.9,,,0,0,0,8.4,331,,9.9,92.9,52.2,Overcast
"38.8893, -77.0502",5/5/20 4:00,51.8,51.8,51.8,,,0,0,0,10.4,350,,9.9,83.1,54.5,Overcast
"38.8893, -77.0502",5/5/20 5:00,51.7,51.7,51.7,,,0,0,0,14.8,11,,9.9,74.9,54.73,Partially cloudy
"38.8893, -77.0502",5/5/20 6:00,49.8,49.8,49.8,46.4,,0,0,0,8.4,339,,9.9,89,58.53,Overcast
"38.8893, -77.0502",5/5/20 7:00,51,51,51,,,0,0,0,5.6,340,,9.9,82.7,55.99,Overcast
"38.8893, -77.0502",5/5/20 8:00,51.9,51.9,51.9,,,0,0,0,8.2,360,,9.9,86.4,54.16,Overcast
"38.8893, -77.0502",5/5/20 9:00,53.8,53.8,53.8,,,0,0,0,3.8,353,,9.9,80.4,49.74,Overcast
"38.8893, -77.0502",5/5/20 10:00,55.9,55.9,55.9,,,0,0,0,5.2,28,,9.9,64.8,45.01,Partially cloudy
"38.8893, -77.0502",5/5/20 11:00,56,56,56,,,0,0,0,4.4,96,,9.9,59.7,42.13,Partially cloudy
"38.8893, -77.0502",5/5/20 12:00,56.9,56.9,56.9,,,0,0,0,5.9,218,,9.9,92.8,43.78,Overcast
"38.8893, -77.0502",5/5/20 13:00,56.9,56.9,56.9,,,0,0,0,4.2,132,,9.9,60.7,43.21,Partially cloudy
"38.8893, -77.0502",5/5/20 14:00,57.7,57.7,57.7,,,0,0,0,0.2,348,,9.9,98.8,40.99,Overcast
"38.8893, -77.0502",5/5/20 15:00,57.7,57.7,57.7,,,0,0,0,5.4,173,,9.9,98,43.81,Overcast
"38.8893, -77.0502",5/5/20 16:00,56.9,56.9,56.9,,,0,0,0,7.2,141,,9.9,98.8,48.93,Overcast
"38.8893, -77.0502",5/5/20 17:00,57.7,57.7,57.7,,,0,0,0,7.4,164,,9.9,100,49.32,Overcast
"38.8893, -77.0502",5/5/20 18:00,56.9,56.9,56.9,,,0,0,0,6.3,164,,9.9,74.6,54.72,Partially cloudy
"38.8893, -77.0502",5/5/20 19:00,55.9,55.9,55.9,,,0,0,0,6.2,170,,9.9,64.9,57.48,Partially cloudy
"38.8893, -77.0502",5/5/20 20:00,53.1,53.1,53.1,,,0.02,0,0,6.4,196,,5.4,65.4,71.11,"Rain, Partially cloudy"
"38.8893, -77.0502",5/5/20 21:00,50,50,50,,,0.06,0,0,6.3,238,,6.3,75.3,83.05,"Rain, Overcast"
"38.8893, -77.0502",5/5/20 22:00,48.8,48.8,48.8,46.7,,0.08,0,0,5.2,247,,6.6,90.1,93.32,"Rain, Overcast"
"38.8893, -77.0502",5/5/20 23:00,49.8,49.8,49.8,,,0.03,0,0,0,0,,9.9,62.5,90.02,"Rain, Partially cloudy"
"38.8893, -77.0502",5/6/20 0:00,49.9,49.9,49.9,48.5,,0,0,0,4.3,94,,7,64,90.1,Partially cloudy
"38.8893, -77.0502",5/6/20 1:00,49.9,49.9,49.9,48.6,,0,0,0,4.2,94,,8.8,99.6,90.04,Overcast
"38.8893, -77.0502",5/6/20 2:00,49.9,49.9,49.9,48.5,,0,0,0,4.4,125,,8.1,63.9,92.94,Partially cloudy
"38.8893, -77.0502",5/6/20 3:00,49.8,49.8,49.8,47.6,,0,0,0,5.8,108,,8.3,99.6,92.93,Overcast
"38.8893, -77.0502",5/6/20 4:00,49.9,49.9,49.9,46.5,,0,0,0,8.3,115,,9.9,100,92.83,Overcast
"38.8893, -77.0502",5/6/20 5:00,49.9,49.9,49.9,48.5,,0,0,0,4.3,98,,9.7,100,92.92,Overcast
"38.8893, -77.0502",5/6/20 6:00,51,51,51,,,0,0,0,5.4,130,,9.8,94.3,92.16,Overcast
"38.8893, -77.0502",5/6/20 7:00,51,51,51,,,0,0,0,7.4,146,,3.4,99.7,95.78,Overcast
"38.8893, -77.0502",5/6/20 8:00,51,51,51,,,0.01,0,0,7.4,145,,3.3,100,92.17,"Rain, Overcast"
"38.8893, -77.0502",5/6/20 9:00,51.1,51.1,51.1,,,0.01,0,0,6.3,146,,5,62.4,93.65,"Rain, Partially cloudy"
"38.8893, -77.0502",5/6/20 10:00,51.9,51.9,51.9,,,0.01,0,0,5.4,135,,2.6,99.7,93.04,"Rain, Overcast"
"38.8893, -77.0502",5/6/20 11:00,53,53,53,,,0.01,0,0,7.6,191,,4.3,99.7,93.45,"Rain, Overcast"
"38.8893, -77.0502",5/6/20 12:00,55.9,55.9,55.9,,,0,0,0,8.2,219,,9.9,91.7,83.94,Overcast
"38.8893, -77.0502",5/6/20 13:00,56.1,56.1,56.1,,,0,0,0,7.9,355,,9.9,91.2,80,Overcast
"38.8893, -77.0502",5/6/20 14:00,56.7,56.7,56.7,,,0,0,0,5.7,8,,9.7,56.7,77.93,Partially cloudy
"38.8893, -77.0502",5/6/20 15:00,53.9,53.9,53.9,,,0.01,0,0,15.4,320,21.8,9.6,59.5,77.28,"Rain, Partially cloudy"
"38.8893, -77.0502",5/6/20 16:00,55.9,55.9,55.9,,,0,0,0,11.3,330,25.3,9.9,62.8,69.28,Partially cloudy
"38.8893, -77.0502",5/6/20 17:00,56,56,56,,,0,0,0,13.8,329,21.5,9.9,61.2,59.14,Partially cloudy
"38.8893, -77.0502",5/6/20 18:00,56.7,56.7,56.7,,,0,0,0,13.5,313,25.3,9.9,56.6,55.41,Partially cloudy
"38.8893, -77.0502",5/6/20 19:00,53.8,53.8,53.8,,,0,0,0,16.8,330,26.6,9.9,57,54.57,Partially cloudy
"38.8893, -77.0502",5/6/20 20:00,51.9,51.9,51.9,,,0,0,0,12.5,310,23,9.9,87.1,58.59,Overcast
"38.8893, -77.0502",5/6/20 21:00,49.8,49.8,49.8,44.3,,0,0,0,15.6,310,25.3,9.9,95.2,63.35,Overcast
"38.8893, -77.0502",5/6/20 22:00,47.9,47.9,47.9,42.1,,0,0,0,14.2,314,21.8,9.9,93.9,74.74,Overcast
"38.8893, -77.0502",5/6/20 23:00,47.8,47.8,47.8,41.7,,0,0,0,15.4,319,21.9,9.9,100,77.29,Overcast
"38.8893, -77.0502",5/7/20 0:00,46.9,46.9,46.9,41.1,,0,0,0,13.6,330,33.3,8.8,74.4,89.17,Partially cloudy
"38.8893, -77.0502",5/7/20 1:00,46.9,46.9,46.9,41.4,,0.01,0,0,12.3,332,,9.9,61.5,89.43,"Rain, Partially cloudy"
"38.8893, -77.0502",5/7/20 2:00,46.9,46.9,46.9,41.9,,0,0,0,10.6,331,,9.9,73.3,86.12,Partially cloudy
"38.8893, -77.0502",5/7/20 3:00,46.1,46.1,46.1,41.3,,0,0,0,9.8,329,,9.9,59,86,Partially cloudy
"38.8893, -77.0502",5/7/20 4:00,45.9,45.9,45.9,41.9,,0,0,0,7.8,311,,9.9,53.2,82.47,Partially cloudy
"38.8893, -77.0502",5/7/20 5:00,44.7,44.7,44.7,40.7,,0,0,0,7.3,321,,9.9,79.4,82.65,Overcast
"38.8893, -77.0502",5/7/20 6:00,44.6,44.6,44.6,41.6,,0,0,0,5.4,330,,9.9,24.5,80.36,Clear
"38.8893, -77.0502",5/7/20 7:00,45.8,45.8,45.8,41.5,,0,0,0,8.4,311,,9.9,0,74.36,Clear
"38.8893, -77.0502",5/7/20 8:00,48.7,48.7,48.7,45.8,,0,0,0,6.7,337,18.3,9.9,0,64.26,Clear
"38.8893, -77.0502",5/7/20 9:00,51.9,51.9,51.9,,,0,0,0,13.5,329,18.3,9.9,0,56.31,Clear
"38.8893, -77.0502",5/7/20 10:00,55,55,55,,,0,0,0,8.8,303,17.2,9.9,24.5,47.93,Clear
"38.8893, -77.0502",5/7/20 11:00,57.8,57.8,57.8,,,0,0,0,10,331,,9.9,24.5,40.16,Clear
"38.8893, -77.0502",5/7/20 12:00,60.9,60.9,60.9,,,0,0,0,9.2,330,20.8,9.9,26.3,30.63,Partially cloudy
"38.8893, -77.0502",5/7/20 13:00,62,62,62,,,0,0,0,10.6,327,21.9,9.9,26.9,27.36,Partially cloudy
"38.8893, -77.0502",5/7/20 14:00,64,64,64,,,0,0,0,13.2,320,20.7,9.9,1.8,27.28,Clear
"38.8893, -77.0502",5/7/20 15:00,65,65,65,,,0,0,0,7.3,298,21.8,9.9,24.5,23.66,Clear
"38.8893, -77.0502",5/7/20 16:00,66.7,66.7,66.7,,,0,0,0,6.3,291,19.5,9.9,24.5,22.26,Clear
"38.8893, -77.0502",5/7/20 17:00,67.9,67.9,67.9,,,0,0,0,7.4,288,21.9,9.9,44.6,22.18,Partially cloudy
"38.8893, -77.0502",5/7/20 18:00,67.9,67.9,67.9,,,0,0,0,15.4,297,24.2,9.9,44.6,20.61,Partially cloudy
"38.8893, -77.0502",5/7/20 19:00,67.8,67.8,67.8,,,0,0,0,13.3,277,27.3,9.9,24.5,20.78,Clear
"38.8893, -77.0502",5/7/20 20:00,64.8,64.8,64.8,,,0,0,0,7.6,242,,9.9,24.5,25,Clear
"38.8893, -77.0502",5/7/20 21:00,62,62,62,,,0,0,0,4.2,238,,9.9,35.2,29.34,Partially cloudy
"38.8893, -77.0502",5/7/20 22:00,57.2,57.2,57.2,,,0,0,0,4.8,223,,9.9,34.2,41.79,Partially cloudy
"38.8893, -77.0502",5/7/20 23:00,56.3,56.3,56.3,,,0,0,0,4.6,232,,9.9,33.1,40.03,Partially cloudy
"38.8893, -77.0502",5/8/20 0:00,55.9,55.9,55.9,,,0,0,0,6.6,251,,9.9,24.5,39.06,Clear
"38.8893, -77.0502",5/8/20 1:00,55,55,55,,,0,0,0,4.6,205,,9.9,24.5,44.03,Clear
"38.8893, -77.0502",5/8/20 2:00,54.2,54.2,54.2,,,0,0,0,0.4,342,,9.9,0,45.31,Clear
"38.8893, -77.0502",5/8/20 3:00,51.3,51.3,51.3,,,0,0,0,4.6,231,,9.9,0,54.07,Clear
"38.8893, -77.0502",5/8/20 4:00,52.2,52.2,52.2,,,0,0,0,4.7,240,,9.9,50.3,48.81,Partially cloudy
"38.8893, -77.0502",5/8/20 5:00,53.1,53.1,53.1,,,0,0,0,0,0,,9.9,69.9,47.34,Partially cloudy
"38.8893, -77.0502",5/8/20 6:00,53,53,53,,,0,0,0,0,0,,9.9,91.6,60.47,Overcast
"38.8893, -77.0502",5/8/20 7:00,53.1,53.1,53.1,,,0,0,0,6.2,209,,9.9,67.3,60.88,Partially cloudy
"38.8893, -77.0502",5/8/20 8:00,55.6,55.6,55.6,,,0,0,0,4.2,209,,9.9,61.8,57.85,Partially cloudy
"38.8893, -77.0502",5/8/20 9:00,59,59,59,,,0,0,0,7,184,,9.9,39.1,56.89,Partially cloudy
"38.8893, -77.0502",5/8/20 10:00,62.9,62.9,62.9,,,0,0,0,9.2,222,,9.9,66.7,50.91,Partially cloudy
"38.8893, -77.0502",5/8/20 11:00,65.8,65.8,65.8,,,0,0,0,16.5,241,24.5,9.9,67.7,42.04,Partially cloudy
"38.8893, -77.0502",5/8/20 12:00,67.9,67.9,67.9,,,0,0,0,15.8,261,26.2,9.9,65.4,36.01,Partially cloudy
"38.8893, -77.0502",5/8/20 13:00,67.7,67.7,67.7,,,0,0,0,21.1,225,29.7,9.9,60.1,31.59,Partially cloudy
"38.8893, -77.0502",5/8/20 14:00,66.7,66.7,66.7,,,0,0,0,15.7,229,28.2,9.9,58.2,37.46,Partially cloudy
"38.8893, -77.0502",5/8/20 15:00,64.1,64.1,64.1,,,0,0,0,11.9,260,22.5,9.9,95,47.43,Overcast
"38.8893, -77.0502",5/8/20 16:00,62.9,62.9,62.9,,,0,0,0,13.5,221,32.2,9.9,97,51.31,Overcast
"38.8893, -77.0502",5/8/20 17:00,59,59,59,,,0,0,0,17.4,232,27.3,9.9,95.8,64.13,Overcast
"38.8893, -77.0502",5/8/20 18:00,57.8,57.8,57.8,,,0.01,0,0,11.2,231,,9.9,92,71.75,"Rain, Overcast"
"38.8893, -77.0502",5/8/20 19:00,55.9,55.9,55.9,,,0.02,0,0,10.8,230,,9.9,97.5,80.22,"Rain, Overcast"
"38.8893, -77.0502",5/8/20 20:00,55.9,55.9,55.9,,,0,0,0,9.1,211,,9.9,92.5,80.29,Overcast
"38.8893, -77.0502",5/8/20 21:00,48.8,48.8,48.8,42.1,,0.06,0,0,19.7,320,30.5,8.6,62.3,86.39,"Rain, Partially cloudy"
"38.8893, -77.0502",5/8/20 22:00,48.7,48.7,48.7,43.5,,0.04,0,0,13,319,23,9.9,89.6,86.48,"Rain, Overcast"
"38.8893, -77.0502",5/8/20 23:00,44.1,44.1,44.1,34.8,,0,0,0,24.9,329,43.2,9.9,69.4,76.56,Partially cloudy
"38.8893, -77.0502",5/9/20 0:00,42.1,42.1,42.1,32.2,,0,0,0,25.4,320,40,9.9,85.1,62.22,Overcast
"38.8893, -77.0502",5/9/20 1:00,40.9,40.9,40.9,33.2,,0,0,0,14.3,311,28.4,9.9,26.5,61.79,Partially cloudy
"38.8893, -77.0502",5/9/20 2:00,40.9,40.9,40.9,33.5,,0,0,0,13.1,311,22.4,9.9,25.6,54.85,Partially cloudy
"38.8893, -77.0502",5/9/20 3:00,38.9,38.9,38.9,31.9,,0,0,0,10.9,311,26.9,9.9,0,54.54,Clear
"38.8893, -77.0502",5/9/20 4:00,38.7,38.7,38.7,30.3,,0,0,0,14.7,318,28.5,9.9,0,50.25,Clear
"38.8893, -77.0502",5/9/20 5:00,37.9,37.9,37.9,32.3,,0,0,0,7.5,309,19.7,9.9,0,54.33,Clear
"38.8893, -77.0502",5/9/20 6:00,37,37,37,28.9,,0,0,0,12.4,309,,9.9,24.5,51.49,Clear
"38.8893, -77.0502",5/9/20 7:00,37.9,37.9,37.9,31.3,,0,0,0,9.4,299,20.9,9.9,24.5,46.2,Clear
"38.8893, -77.0502",5/9/20 8:00,38.9,38.9,38.9,29.9,,0,0,0,16.8,311,23,9.9,24.5,44.26,Clear
"38.8893, -77.0502",5/9/20 9:00,41.9,41.9,41.9,33.7,,0,0,0,17.3,337,27.8,9.9,25,40.87,Clear
"38.8893, -77.0502",5/9/20 10:00,43.9,43.9,43.9,35.6,,0,0,0,19.7,329,25.4,9.9,24.5,37.61,Clear
"38.8893, -77.0502",5/9/20 11:00,45.9,45.9,45.9,39.3,,0,0,0,15.1,308,27.4,9.9,82.7,35.01,Overcast
