year,month,day,hour,20th_&_e_st_nw_arrivals,new_hampshire_ave_&_24th_st_nw_arrivals,15th_st_&_constitution_ave_nw_departures,21st_&_i_st_nw_arrivals,17th_&_g_st_nw_arrivals,19th_st_&_constitution_ave_nw_departures,23rd_&_e_st_nw_arrivals,henry_bacon_dr_&_lincoln_memorial_circle_nw_arrivals,henry_bacon_dr_&_lincoln_memorial_circle_nw_departures,jefferson_dr_&_14th_st_sw_departures,jefferson_memorial_arrivals,jefferson_memorial_departures,18th_st_&_pennsylvania_ave_nw_arrivals,19th_st_&_constitution_ave_nw_arrivals,us_dept_of_state_/_virginia_ave_&_21st_st_nw_arrivals,virginia_ave_&_25th_st_nw_arrivals,virginia_ave_&_25th_st_nw_departures,19th_&_g_st_nw_arrivals,19th_st_&_pennsylvania_ave_nw_departures,22nd_st_&_constitution_ave_nw_arrivals,22nd_&_h_st_nw_arrivals,22nd_&_h_st_nw_departures,17th_&_g_st_nw_departures,19th_&_g_st_nw_departures,21st_st_&_constitution_ave_nw_arrivals,21st_st_&_constitution_ave_nw_departures,21st_st_&_pennsylvania_ave_nw_arrivals,21st_st_&_pennsylvania_ave_nw_departures,22nd_&_i_st_nw_/_foggy_bottom_arrivals,22nd_&_i_st_nw_/_foggy_bottom_departures,kennedy_center_arrivals,kennedy_center_departures,18th_st_&_pennsylvania_ave_nw_departures,22nd_st_&_constitution_ave_nw_departures,23rd_&_e_st_nw_departures,lincoln_memorial_departures,18th_&_c_st_nw_departures,21st_&_i_st_nw_departures,new_hampshire_ave_&_24th_st_nw_departures,ohio_dr_&_west_basin_dr_sw_/_mlk_&_fdr_memorials_arrivals,ohio_dr_&_west_basin_dr_sw_/_mlk_&_fdr_memorials_departures,us_dept_of_state_/_virginia_ave_&_21st_st_nw_departures,15th_st_&_constitution_ave_nw_arrivals,17th_st_&_independence_ave_sw_arrivals,18th_&_c_st_nw_arrivals,19th_st_&_pennsylvania_ave_nw_arrivals,19th_&_e_street_nw_departures,jefferson_dr_&_14th_st_sw_arrivals,lincoln_memorial_arrivals,20th_&_e_st_nw_departures,17th_st_&_independence_ave_sw_departures,19th_&_e_street_nw_arrivals,20th_st_&_virginia_ave_nw_arrivals,20th_st_&_virginia_ave_nw_departures,19th_&_k_st_nw_arrivals,19th_&_k_st_nw_departures,crystal_dr_&_23rd_st_s_arrivals,smithsonian-national_mall_/_jefferson_dr_&_12th_st_sw_arrivals,7th_&_t_st_nw_arrivals,crystal_dr_&_15th_st_s_arrivals,20th_&_o_st_nw_/_dupont_south_arrivals,eads_st_&_12th_st_s_arrivals,iwo_jima_memorial_/_meade_&_14th_st_n_arrivals,potomac_&_m_st_nw_arrivals,gravelly_point_arrivals,21st_st_&_g_st_nw_arrivals,21st_st_&_g_st_nw_departures,maine_ave_&_9th_st_sw_arrivals,roosevelt_island_arrivals,n_lynn_st_&_fairfax_dr_arrivals,4th_st_&_g_st_sw_arrivals,20th_&_l_st_nw_arrivals,15th_st_&_pennsylvania_ave_nw_arrivals,woodley_park_metro_/_calvert_st_&_connecticut_ave_nw_arrivals,15th_&_p_st_nw_arrivals,reservoir_rd_&_38th_st_nw_arrivals,3000_connecticut_ave_nw_/_national_zoo_arrivals,white_house_departures,white_house_arrivals,stadium_armory_metro_arrivals,maximum_temperature,minimum_temperature,temperature,wind_chill,heat_index,precipitation,snow,snow_depth,wind_speed,wind_direction,wind_gust,visibility,cloud_cover,relative_humidity,conditions,sun_is_out
2020,May,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,56.9,56.9,NA,NA,0,0,0,10.2,341,NA,9.9,94.5,87.97,Overcast,0
2020,May,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8,55.8,55.8,NA,NA,0.01,0,0,3.4,8,NA,9.9,96.6,90.34,"Rain, Overcast",0
2020,May,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8,55.8,55.8,NA,NA,0,0,0,0.4,356,NA,9.9,94.5,90.46,Overcast,0
2020,May,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.9,53.9,53.9,NA,NA,0.02,0,0,5.5,331,NA,9.7,58.6,93.57,"Rain, Partially cloudy",0
2020,May,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.9,53.9,53.9,NA,NA,0,0,0,5.6,328,NA,9.9,63.6,93.49,Partially cloudy,0
2020,May,1,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.9,54.9,54.9,NA,NA,0,0,0,0.3,347,NA,9.8,90.2,87.41,Overcast,1
2020,May,1,7,0,0,0,1,2,1,1,4,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,55,NA,NA,0,0,0,11.1,321,NA,9.9,97.6,80.4,Overcast,1
2020,May,1,8,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.8,53.8,53.8,NA,NA,0,0,0,12.4,320,23,9.9,94.5,80.71,Overcast,1
2020,May,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.9,52.9,52.9,NA,NA,0.01,0,0,13.3,320,NA,9.9,73.1,83.25,"Rain, Partially cloudy",1
2020,May,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.8,53.8,53.8,NA,NA,0.06,0,0,7.8,312,NA,9.6,97,83.5,"Rain, Overcast",1
2020,May,1,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.7,56.7,56.7,NA,NA,0,0,0,11.1,339,NA,9.9,66.4,81.52,Partially cloudy,1
2020,May,1,12,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,62.5,62.5,NA,NA,0,0,0,12.3,339,17.2,9.9,67.6,67.87,Partially cloudy,1
2020,May,1,13,0,0,1,0,1,2,0,3,1,0,4,2,1,3,0,0,0,0,0,4,2,3,0,0,1,1,0,0,2,3,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.7,64.7,64.7,NA,NA,0,0,0,13.9,301,17.2,9.9,51.3,52.7,Partially cloudy,1
2020,May,1,14,0,1,2,0,1,4,1,0,1,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.8,64.8,64.8,NA,NA,0,0,0,16,346,24,9.9,87.6,50.4,Overcast,1
2020,May,1,15,0,0,2,0,0,0,0,6,5,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,1,0,3,1,0,1,2,3,2,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,NA,NA,0,0,0,14.7,310,23,9.9,69.3,48.12,Partially cloudy,1
2020,May,1,16,0,0,4,0,2,2,0,7,8,2,0,1,0,3,0,0,1,1,1,0,0,0,2,1,0,4,0,1,2,2,0,0,1,0,2,0,0,1,0,0,0,0,7,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.8,65.8,65.8,NA,NA,0,0,0,13.8,337,24,9.9,49.3,46.58,Partially cloudy,1
2020,May,1,17,0,1,5,0,0,2,0,2,2,4,2,2,0,6,1,1,0,0,0,2,1,0,1,0,1,2,0,2,1,2,0,0,0,1,2,1,0,1,2,2,2,0,4,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,NA,NA,0,0,0,15.7,319,21.9,9.9,89,46.14,Overcast,1
2020,May,1,18,1,2,4,0,0,0,1,6,2,1,2,1,1,1,0,1,0,0,0,0,0,1,0,2,3,3,0,0,3,2,0,0,0,1,1,3,0,0,3,0,0,0,2,2,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.1,64.1,64.1,NA,NA,0,0,0,13.1,310,24.2,9.9,57.3,46.17,Partially cloudy,1
2020,May,1,19,3,2,2,1,0,1,1,4,6,1,2,4,0,1,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,1,0,0,1,0,0,3,0,0,2,2,2,0,1,1,0,0,2,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.9,63.9,63.9,NA,NA,0,0,0,11.8,300,24.2,9.9,40.1,46.36,Partially cloudy,1
2020,May,1,20,2,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,61,NA,NA,0,0,0,14.9,320,NA,9.9,44.6,49.72,Partially cloudy,1
2020,May,1,21,1,0,0,0,2,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,NA,NA,0,0,0,14.1,310,20.8,9.9,24.5,51.59,Clear,0
2020,May,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8,58.8,58.8,NA,NA,0,0,0,14.8,311,23,9.9,0,57.52,Clear,0
2020,May,1,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.7,57.7,57.7,NA,NA,0,0,0,10.7,310,21.9,9.9,0,60.26,Clear,0
2020,May,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,56,NA,NA,0,0,0,11.6,319,NA,9.9,0,66.26,Clear,0
2020,May,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.1,55.1,55.1,NA,NA,0,0,0,8.2,330,NA,9.9,0,68.48,Clear,0
2020,May,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,54,NA,NA,0,0,0,9.4,320,20.8,9.9,0,71.26,Clear,0
2020,May,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.9,53.9,53.9,NA,NA,0,0,0,9.2,320,NA,9.9,0,71.32,Clear,0
2020,May,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.8,53.8,53.8,NA,NA,0,0,0,7.3,320,NA,9.9,0,69.25,Clear,0
2020,May,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.8,52.8,52.8,NA,NA,0,0,0,8,319,NA,9.9,0,69.27,Clear,0
2020,May,2,6,0,0,0,0,0,1,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.9,51.9,51.9,NA,NA,0,0,0,10.2,320,NA,9.9,24.5,71.39,Clear,1
2020,May,2,7,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.9,52.9,52.9,NA,NA,0,0,0,9.1,319,NA,9.9,44.6,68.79,Partially cloudy,1
2020,May,2,8,0,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.1,55.1,55.1,NA,NA,0,0,0,7.2,329,NA,9.9,33.1,65.96,Partially cloudy,1
2020,May,2,9,0,0,3,1,1,1,0,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.9,58.9,58.9,NA,NA,0,0,0,7,339,NA,9.9,50.3,59.41,Partially cloudy,1
2020,May,2,10,0,0,4,0,0,1,0,7,6,3,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,1,1,1,0,6,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8,62.8,62.8,NA,NA,0,0,0,8.1,327,NA,9.9,50.3,51.57,Partially cloudy,1
2020,May,2,11,0,2,3,1,0,0,0,6,4,12,5,3,1,7,2,1,2,0,0,0,0,0,1,2,2,0,0,0,1,1,2,4,0,2,0,9,0,1,3,2,0,0,17,8,2,0,1,16,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.8,65.8,65.8,NA,NA,0,0,0,3.4,322,NA,9.9,50.3,43.23,Partially cloudy,1
2020,May,2,12,1,4,11,0,0,11,1,13,4,29,2,3,0,4,0,2,1,2,0,2,2,0,0,1,2,3,0,0,5,1,6,0,0,3,1,9,2,1,5,4,5,0,8,9,2,0,0,20,8,2,16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.2,65.2,65.2,NA,NA,0,0,0,5.5,113,NA,9.9,52.1,42.44,Partially cloudy,1
2020,May,2,13,2,1,8,1,2,6,0,14,20,15,16,16,0,7,0,1,2,0,0,1,1,0,2,0,0,2,0,0,1,2,3,3,0,2,0,16,4,0,3,2,0,0,7,0,5,0,0,8,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.9,67.9,67.9,NA,NA,0,0,0,5.8,147,NA,9.9,33.1,32.28,Partially cloudy,1
2020,May,2,14,3,0,9,1,0,5,1,11,21,4,16,13,0,1,0,3,4,0,0,4,1,0,2,1,1,4,0,0,1,3,1,2,0,4,2,17,5,0,0,11,8,1,10,10,2,0,1,13,20,4,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.2,69.2,69.2,NA,NA,0,0,0,8.9,173,NA,9.8,33.8,36.95,Partially cloudy,1
2020,May,2,15,2,1,9,1,2,6,0,16,8,13,18,20,3,11,0,3,1,2,1,1,2,1,1,0,4,0,0,0,0,4,6,4,3,5,1,14,3,0,0,6,7,2,13,12,5,0,1,6,14,0,12,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,70,NA,NA,0,0,0,9.8,171,NA,9.7,34.2,37.85,Partially cloudy,1
2020,May,2,16,0,3,19,1,3,7,1,15,6,16,15,14,0,13,1,0,0,0,0,7,0,1,2,0,1,1,2,0,6,6,4,5,1,4,1,17,1,1,1,10,5,0,23,22,3,0,0,15,22,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.3,69.3,69.3,NA,NA,0,0,0,16.2,174,NA,9.7,33.1,40.34,Partially cloudy,1
2020,May,2,17,0,1,12,0,0,12,0,8,16,15,14,12,0,7,4,4,4,0,0,10,1,1,1,0,3,3,0,0,6,7,6,12,0,8,0,27,0,1,0,5,11,0,11,13,2,0,0,18,8,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.8,71.8,71.8,NA,NA,0,0,0,10.4,200,NA,9.7,44.6,32.41,Partially cloudy,1
2020,May,2,18,0,0,9,1,0,12,0,12,16,17,4,2,0,7,0,3,0,1,0,2,0,1,2,1,4,3,0,0,0,2,1,8,0,7,0,4,7,1,4,2,6,0,10,7,2,0,0,15,3,0,12,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.3,69.3,69.3,NA,NA,0,0,0,10.5,184,19.7,9.7,33.1,39.24,Partially cloudy,1
2020,May,2,19,1,0,4,0,2,9,0,13,8,9,4,6,2,9,0,0,0,0,0,6,0,0,0,0,3,5,0,0,1,3,8,1,6,0,0,2,0,1,0,0,0,0,9,4,6,0,1,12,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,NA,NA,0,0,0,9.1,183,NA,9.9,33.1,44.07,Partially cloudy,1
2020,May,2,20,0,1,4,0,0,1,0,2,1,5,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,3,0,0,2,0,2,1,0,0,0,3,1,0,0,2,1,0,2,5,0,0,0,5,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.7,67.7,67.7,NA,NA,0,0,0,10.8,199,NA,9.9,61.8,37.67,Partially cloudy,1
2020,May,2,21,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.9,61.9,61.9,NA,NA,0,0,0,9.7,187,NA,9.9,50.3,58.91,Partially cloudy,0
2020,May,2,22,0,0,1,0,0,0,0,0,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.7,60.7,60.7,NA,NA,0,0,0,6.8,196,NA,9.9,33.1,58.1,Partially cloudy,0
2020,May,2,23,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.9,59.9,59.9,NA,NA,0,0,0,8,197,NA,9.9,37.2,60.01,Partially cloudy,0
2020,May,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.1,60.1,60.1,NA,NA,0,0,0,9.1,181,NA,9.9,89.7,67.71,Overcast,0
2020,May,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.1,61.1,61.1,NA,NA,0,0,0,8.1,190,NA,9.9,100,68.15,Overcast,0
2020,May,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,62,NA,NA,0,0,0,8.2,192,NA,9.9,88,57.83,Overcast,0
2020,May,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.1,61.1,61.1,NA,NA,0,0,0,7.2,201,NA,9.9,54.8,63.28,Partially cloudy,0
2020,May,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.3,60.3,60.3,NA,NA,0,0,0,8.9,183,18.3,9.9,92.5,70.61,Overcast,0
2020,May,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.9,60.9,60.9,NA,NA,0,0,0,7.8,205,NA,9.9,93.3,64.15,Overcast,0
2020,May,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.9,61.9,61.9,NA,NA,0,0,0,9.9,203,NA,9.9,58.6,61.97,Partially cloudy,1
2020,May,3,7,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.1,60.1,60.1,NA,NA,0,0,0,5.2,209,NA,9.9,64.2,73.72,Partially cloudy,1
